Transaction_ID,Transaction_Amount,Transaction_Volume,Average_Transaction_Amount,Frequency_of_Transactions,Time_Since_Last_Transaction,Day_of_Week,Time_of_Day,Age,Gender,Income,Account_Type,Is_Anomaly,Anomaly_Score
TX448,1052.974026508667,3,1010.2493303238076,8,15,Sunday,00:00,63,Female,305039,Savings,Anomaly,-0.5565139853167945
TX449,987.6845122316596,2,1013.9555380202244,7,26,Monday,10:00,33,Male,705841,Current,Normal,-0.47865455766352993
TX450,926.0926456099168,2,977.3717277747278,10,19,Thursday,12:00,63,Female,662441,Current,Normal,-0.503212706334587
TX451,916.1545763015372,3,1001.8508123098724,18,8,Wednesday,13:00,59,Female,1371824,Savings,Normal,-0.5206454934226353
TX452,1007.6915958039128,1,1015.329347362232,11,17,Thursday,00:00,54,Female,1492503,Current,Normal,-0.5164043133515114
TX453,978.9802438819188,2,1027.2523405322677,15,27,Thursday,05:00,57,Male,998787,Savings,Normal,-0.5039147830378091
TX454,942.3188004858662,3,1002.2724891498864,16,18,Tuesday,21:00,28,Female,1213081,Current,Normal,-0.48456331973741273
TX455,965.480668693066,2,1000.0818601535092,12,4,Thursday,14:00,18,Male,597986,Current,Normal,-0.49132777956269735
TX456,1087.4612101263576,1,979.6350071134354,10,6,Friday,15:00,46,Male,1070692,Savings,Normal,-0.5080965645672108
TX457,1042.802961174852,3,1019.1557947027374,8,19,Wednesday,03:00,22,Female,952416,Savings,Normal,-0.507997887925142
TX458,945.74247367211,4,983.4917894004208,14,23,Monday,20:00,41,Male,1289336,Savings,Normal,-0.510600239049363
TX459,975.3625223610024,3,1011.3882853380208,9,4,Saturday,09:00,59,Female,361753,Current,Normal,-0.5113607362489503
TX460,988.5100184712404,3,982.9718713147936,17,3,Sunday,21:00,58,Male,523492,Current,Normal,-0.5189913073736966
TX461,1046.0900750988626,3,1009.6537577441844,7,25,Sunday,21:00,26,Male,1198332,Savings,Normal,-0.5000023356784102
TX462,883.9184796650043,4,978.6860056528913,18,20,Sunday,15:00,40,Female,1354096,Current,Normal,-0.5149581699489231
TX463,1030.9783236089054,1,1008.214613265382,10,12,Tuesday,21:00,50,Female,364925,Savings,Normal,-0.519473606756229
TX464,985.9490176364208,2,1008.4993223249508,19,28,Wednesday,03:00,51,Male,1079976,Savings,Normal,-0.5426780820715997
TX465,966.5306973614432,3,979.5919087233552,11,15,Saturday,18:00,32,Female,879223,Current,Normal,-0.47780929286216
TX466,1051.06916477147,3,1041.7688554573986,5,1,Wednesday,02:00,27,Male,1346439,Current,Anomaly,-0.5758314288897431
TX467,956.5853634061816,2,1010.6925817224488,6,19,Friday,21:00,18,Female,606081,Current,Normal,-0.517730154314144
TX468,997.8899302843978,1,1038.628783022541,17,7,Tuesday,16:00,24,Female,420076,Savings,Normal,-0.5407791255564234
TX469,1042.9225558328333,3,995.3075886008518,14,17,Sunday,20:00,18,Female,547536,Savings,Normal,-0.4879325069021526
TX470,1051.384729675074,3,1006.4045437099868,17,3,Sunday,20:00,60,Male,966015,Savings,Normal,-0.5116286378256736
TX471,1031.7690679411137,2,1007.1484343243524,16,9,Monday,21:00,33,Female,1293778,Current,Normal,-0.4926148607999491
TX472,980.6160908197884,3,986.5305295469842,18,29,Wednesday,18:00,19,Male,1467272,Current,Anomaly,-0.559574303047678
TX473,995.4937629504494,1,1020.467711632548,18,25,Tuesday,18:00,19,Male,639679,Current,Normal,-0.5325100421303527
TX474,2996.0045033332253,3,988.2352708082464,13,8,Thursday,14:00,45,Male,1051731,Current,Anomaly,-0.5645380347072416
TX475,969.6649852617352,2,1004.2256738455894,17,13,Saturday,14:00,37,Female,781215,Current,Normal,-0.47061512808768324
TX476,962.459734745613,2,998.1277518143312,12,27,Sunday,03:00,28,Female,1457738,Current,Normal,-0.4892478039183196
TX477,990.8403040889036,2,1013.0232292130464,18,17,Monday,01:00,32,Male,545144,Savings,Normal,-0.5155784242866075
TX478,916.9758666153087,2,1036.3927870412238,9,16,Friday,06:00,49,Female,1163731,Savings,Normal,-0.5178531757523948
TX479,1020.4881397979748,4,982.7782417965286,16,29,Wednesday,06:00,45,Female,948456,Savings,Normal,-0.528334785782859
TX480,942.5422557880102,2,967.8037709260662,5,16,Sunday,02:00,38,Male,497097,Current,Normal,-0.535742097236577
TX481,1093.231252841154,2,1022.1985919176068,16,10,Friday,12:00,28,Female,754151,Current,Normal,-0.5067469871129457
TX482,937.233194215692,1,1007.0625447599576,15,2,Saturday,11:00,27,Male,1260811,Savings,Normal,-0.5027922011754612
TX483,1018.9640435911324,2,1032.1814834494655,6,18,Thursday,18:00,43,Male,698102,Savings,Normal,-0.4956319028962822
TX484,3166.2506529955726,4,1011.9356555934996,18,6,Monday,14:00,20,Female,745093,Current,Anomaly,-0.6072625115641639
TX485,959.3493939139814,2,1014.6797845483712,17,28,Friday,13:00,30,Male,679747,Savings,Normal,-0.5181570269670523
TX486,1030.701282362924,4,1010.5678562373544,11,23,Saturday,23:00,37,Male,1266649,Savings,Normal,-0.5193800588077983
TX487,952.5287836637118,4,1028.694699593287,12,1,Friday,21:00,23,Female,1167196,Current,Anomaly,-0.5502551027959001
TX488,983.368134082452,1,1009.830842417546,16,24,Saturday,17:00,23,Female,1476792,Current,Normal,-0.5198136977688825
TX489,1033.53704729751,4,994.1548047619646,17,6,Tuesday,01:00,25,Male,1217472,Current,Normal,-0.5269882647366528
TX490,964.635330968202,4,1002.5073063153034,15,20,Thursday,10:00,48,Male,636986,Current,Normal,-0.4849955124445744
TX491,1018.43004145601,1,1006.31450533871,15,3,Sunday,14:00,33,Female,552156,Current,Normal,-0.49245172294444817
TX492,1008.6092046120078,3,998.6417052487492,15,21,Wednesday,21:00,28,Male,414589,Current,Normal,-0.49618027195000636
TX493,1054.0883363836415,3,973.755616131372,10,6,Sunday,13:00,41,Male,1193041,Current,Normal,-0.4780313352033916
TX494,948.4132710101744,3,1022.2672101188788,19,11,Tuesday,02:00,20,Female,739503,Savings,Normal,-0.5244175610632624
TX495,912.4315021716072,3,969.4485901238136,13,4,Friday,18:00,60,Female,1381916,Savings,Normal,-0.5449071300743981
TX496,932.2990820750798,3,988.9361563313024,11,24,Wednesday,13:00,51,Female,765590,Current,Normal,-0.4921086567121557
TX497,1075.8473394854325,1,1027.0227182652245,7,21,Thursday,17:00,21,Male,1182421,Current,Normal,-0.5241669508127854
TX498,1031.2754008415518,1,1017.7046296597798,18,11,Wednesday,17:00,44,Female,625329,Savings,Normal,-0.5128145823703012
TX499,974.0303506792812,3,1003.0688195190854,19,25,Monday,21:00,27,Male,300917,Current,Normal,-0.5376320899201664
TX500,1020.2050827504504,4,979.560517792184,5,15,Thursday,21:00,39,Male,885457,Savings,Normal,-0.5091226189938153
TX501,1047.6299197324454,2,1009.4738627346444,6,20,Tuesday,15:00,50,Male,503834,Savings,Normal,-0.49979435832960833
TX502,1042.325904586367,2,1009.9953287699204,8,6,Wednesday,23:00,43,Female,436285,Savings,Normal,-0.5237986119328726
TX503,1010.7283701686756,1,1019.3804674723758,10,2,Thursday,21:00,43,Male,586663,Savings,Normal,-0.5051650372795053
TX504,1009.7101431078124,4,983.276442370254,12,29,Tuesday,16:00,37,Male,788051,Savings,Normal,-0.505704821557888
TX505,1040.5040325954592,3,978.4425179406256,11,16,Friday,14:00,44,Male,821396,Savings,Normal,-0.4753018807432008
TX506,1012.3916488437012,1,1003.8674634765092,7,19,Thursday,04:00,59,Female,608974,Savings,Normal,-0.5148545084744734
TX507,1081.271592957939,3,1028.1505291507674,19,21,Saturday,13:00,37,Male,824006,Current,Normal,-0.5037321164245697
TX508,899.2397005822293,1,974.9717225503156,14,29,Wednesday,13:00,28,Male,1305489,Savings,Normal,-0.5401920009738902
TX509,940.3144506169584,3,993.973071006169,8,18,Saturday,23:00,27,Female,790399,Savings,Normal,-0.49652630257536523
TX510,987.191012375231,3,995.1700510825845,9,25,Thursday,23:00,40,Male,1338218,Savings,Normal,-0.5096441059909891
TX511,939.8399572305428,2,979.159111755138,12,28,Tuesday,06:00,45,Male,1077635,Savings,Normal,-0.49304832697832895
TX512,977.1939586262906,1,1003.6285324022796,14,22,Thursday,17:00,55,Female,901982,Savings,Normal,-0.47699811181356705
TX513,975.5575078628616,3,994.431342347223,11,11,Thursday,13:00,49,Female,1241245,Savings,Normal,-0.4602712189058162
TX514,1011.8208931179968,4,978.73964016846,18,24,Wednesday,11:00,40,Male,1335408,Current,Normal,-0.522782202352518
TX515,1015.6524854956572,2,999.2468011294912,13,23,Tuesday,20:00,51,Male,595599,Savings,Normal,-0.4771453416304792
TX516,1010.9037754326362,1,1000.4189473105027,19,10,Sunday,14:00,56,Female,537068,Savings,Normal,-0.4965981310794707
TX517,940.7819913843988,2,990.0123140281726,17,16,Monday,11:00,61,Male,417797,Current,Normal,-0.5179315257213332
TX518,978.777564842876,3,1020.7165047683512,6,16,Sunday,06:00,21,Female,857242,Current,Normal,-0.48831474470532604
TX519,975.4219420700956,1,1006.8989000309256,17,17,Monday,04:00,23,Male,1214424,Current,Normal,-0.506033020289524
TX520,1054.8812482430585,2,1000.7660117504485,8,28,Sunday,07:00,42,Male,498303,Savings,Normal,-0.48770304872249737
TX521,966.5134083755804,4,991.9786266615382,16,21,Saturday,02:00,45,Female,481890,Current,Normal,-0.518260991598968
TX522,1022.0993003197516,2,991.3922904720596,17,6,Sunday,07:00,23,Male,456877,Savings,Normal,-0.5057193908590781
TX523,984.7597955241132,3,1014.7783094208736,19,29,Sunday,04:00,42,Female,1178878,Current,Normal,-0.5135428685459605
TX524,1020.4303653850884,3,993.8438305772224,19,22,Thursday,12:00,62,Female,573022,Savings,Normal,-0.5066981116365091
TX525,970.9588023576748,4,1002.6090822417736,17,17,Saturday,03:00,50,Female,893792,Current,Normal,-0.4956280987762834
TX526,964.2726495764564,2,994.7658986464356,12,18,Wednesday,12:00,40,Male,636199,Savings,Normal,-0.46975833950228796
TX527,967.1902022555778,3,985.3421422854556,17,7,Friday,16:00,45,Female,1138927,Savings,Normal,-0.5075473484693814
TX528,1068.6058423286186,3,1012.144909073668,5,7,Friday,17:00,46,Male,789709,Savings,Normal,-0.5095818441509595
TX529,980.7489094143568,1,1007.6597796948186,18,21,Sunday,16:00,57,Female,1067442,Current,Normal,-0.5017616437061041
TX530,1038.4103608315868,2,1004.3079301091258,16,21,Sunday,19:00,47,Female,1117459,Current,Normal,-0.47312767920670007
TX531,1032.4614395152548,4,1015.1478693795476,13,15,Thursday,00:00,62,Female,1437613,Current,Normal,-0.5299777412843275
TX532,1011.242440802282,3,1009.7092904929348,12,10,Saturday,18:00,28,Male,753222,Savings,Normal,-0.4635131513879962
TX533,1016.250706812827,4,991.075146515605,14,29,Friday,20:00,57,Male,768535,Current,Normal,-0.5336428324515625
TX534,968.0004091611275,1,996.675570305797,17,19,Saturday,07:00,58,Female,670608,Savings,Normal,-0.509314227959494
TX535,964.863599204368,1,975.9061343434378,9,19,Tuesday,07:00,36,Female,834522,Current,Normal,-0.4946747313522536
TX536,1078.9059028781091,2,1019.7089937123044,16,2,Saturday,22:00,54,Female,684370,Current,Normal,-0.5155537044772175
TX537,890.2875878227234,1,1001.857152479434,15,4,Tuesday,12:00,49,Female,526256,Savings,Normal,-0.5146275114295771
TX538,1043.8023396264898,2,1029.4534135150195,7,26,Thursday,02:00,63,Female,1051287,Current,Normal,-0.5304452442257123
TX539,918.0257918737284,2,992.1505778787824,12,1,Sunday,11:00,25,Female,435639,Current,Normal,-0.4995719921582821
TX540,1032.023989760041,4,996.1899378800438,15,9,Sunday,15:00,29,Female,303358,Savings,Normal,-0.493406788106903
TX541,1004.260472481695,2,940.1772805819857,12,22,Tuesday,08:00,43,Female,538483,Savings,Normal,-0.5223939620007182
TX542,1023.333549098304,3,1030.4201245431875,12,5,Wednesday,15:00,32,Male,492971,Savings,Normal,-0.5039457568604157
TX543,980.2518901751716,3,1011.5067772823116,6,23,Sunday,17:00,37,Male,902251,Current,Normal,-0.47905046444814137
TX544,986.4920003808668,3,1011.8785346884528,5,22,Monday,01:00,47,Male,1460152,Current,Normal,-0.5322488155347261
TX545,1011.3254324836006,1,1005.1010669777916,18,29,Monday,19:00,55,Male,404188,Savings,Anomaly,-0.5579414429985668
TX546,904.3872512290112,4,998.6273190782906,19,14,Monday,20:00,41,Female,949285,Savings,Normal,-0.5146611344572235
TX547,986.134197171701,3,1014.3032480152136,11,4,Wednesday,17:00,38,Female,1074107,Current,Normal,-0.48168883569026477
TX548,1003.3407441588704,4,1021.538456505857,7,8,Tuesday,09:00,42,Female,1486995,Savings,Normal,-0.5156515922280589
TX549,993.8645533202138,1,1001.867447485533,9,23,Friday,23:00,62,Female,804677,Current,Normal,-0.5442354809292447
TX550,3227.459108288036,4,1012.0423664078496,7,11,Thursday,11:00,29,Female,566150,Savings,Anomaly,-0.5949092184623944
TX551,1012.8876270071376,3,975.1647884903676,17,29,Saturday,08:00,56,Male,650164,Savings,Normal,-0.505136107912362
TX552,971.272651193306,3,991.6027307782736,8,25,Thursday,00:00,39,Female,1047108,Savings,Normal,-0.5044289956791959
TX553,929.1783185901904,3,1013.0638622116062,14,22,Tuesday,20:00,32,Male,1450997,Current,Normal,-0.5094725670647218
TX554,891.784506607608,4,993.4280112381688,18,15,Monday,16:00,43,Female,1477228,Savings,Normal,-0.5252593749135541
TX555,996.586118868033,2,982.9725909937438,17,6,Wednesday,13:00,31,Female,866510,Savings,Normal,-0.4767471503174793
TX556,1011.4701623915718,1,978.3772577440468,15,13,Monday,20:00,52,Female,964635,Savings,Normal,-0.508510961267321
TX557,1016.8035583962836,2,1039.1434906727927,19,5,Tuesday,19:00,23,Female,669349,Savings,Normal,-0.53158626775321
TX558,1059.38595885832,4,1030.7112475583083,5,25,Saturday,13:00,30,Male,1101151,Current,Normal,-0.5306696528042896
TX559,1003.7960267129744,3,967.7985710517124,15,15,Thursday,02:00,34,Female,1047410,Current,Normal,-0.48875827493407864
TX560,1036.86262664716,2,978.167776107436,16,8,Friday,16:00,24,Female,1449282,Savings,Normal,-0.5288548383664273
TX561,946.5356572290588,2,964.2610853732032,18,5,Sunday,14:00,21,Male,1054471,Savings,Normal,-0.5175346410381255
TX562,1015.8726630625088,2,993.3427919123498,8,13,Tuesday,12:00,19,Female,411362,Savings,Normal,-0.4985606503365968
TX563,1000.7122082006856,3,968.4729658220112,19,9,Sunday,12:00,19,Male,1253847,Savings,Normal,-0.5171170015436728
TX564,887.1933846253528,1,986.7361310324928,13,16,Wednesday,09:00,55,Male,489073,Savings,Normal,-0.5216034024301099
TX565,941.6881053070348,2,957.6831686953354,17,23,Friday,05:00,63,Female,1125963,Current,Anomaly,-0.5559787898554792
TX566,1036.6117253566326,4,995.7321556278572,14,18,Sunday,07:00,49,Female,1226921,Current,Normal,-0.47323856271774606
TX567,909.1010387306422,3,1015.1942459096832,19,3,Tuesday,10:00,60,Male,845726,Current,Normal,-0.5337810417999255
TX568,1075.3816779456845,1,986.1569557584622,10,24,Saturday,02:00,39,Female,645280,Current,Normal,-0.5059568402201314
TX569,1067.3334861877431,3,990.5130911619306,17,27,Tuesday,02:00,26,Male,356635,Savings,Normal,-0.5286563148426642
TX570,2973.267077942214,2,972.7150448956418,5,27,Monday,08:00,40,Male,1427113,Savings,Anomaly,-0.6090807104295453
TX571,935.3429228120676,3,1011.4478062235136,8,23,Saturday,01:00,62,Male,1056079,Savings,Normal,-0.5318679189529332
TX572,1069.526128580053,2,994.5964655851204,13,14,Tuesday,22:00,58,Female,923640,Current,Normal,-0.49350222927443965
TX573,1052.435356320828,2,1033.1081422617658,14,3,Wednesday,10:00,38,Female,340149,Current,Normal,-0.5246502789105831
TX574,1024.5603832706,4,992.8394124050604,13,10,Tuesday,21:00,28,Female,653039,Current,Normal,-0.48836270973897644
TX575,2713.5965868739063,1,1026.3660464970533,15,26,Saturday,11:00,60,Female,1240335,Savings,Anomaly,-0.6096294365338042
TX576,951.4623856218448,4,1028.2489480318284,11,22,Tuesday,14:00,25,Male,855710,Current,Normal,-0.5071440128041755
TX577,1042.3385387608246,4,957.45545159297,16,12,Friday,10:00,34,Female,739358,Savings,Normal,-0.5428708481198647
TX578,964.6187052588988,1,985.7565227164793,12,5,Tuesday,15:00,53,Female,1443413,Current,Normal,-0.49993592584367563
TX579,1042.0991847726063,2,992.615855991051,11,16,Saturday,09:00,24,Female,404428,Savings,Normal,-0.4888790095823108
TX580,1018.1591149145636,1,1010.390926595488,7,15,Thursday,14:00,63,Male,420243,Current,Normal,-0.5297758992030539
TX581,1012.6083675237788,4,976.2786153720116,9,27,Sunday,19:00,46,Male,380152,Savings,Normal,-0.5160456874377843
TX582,959.681865143185,2,973.0883319979008,6,5,Saturday,03:00,47,Male,858866,Current,Normal,-0.5079812309509446
TX583,952.712696965161,2,1012.1649238336994,10,29,Thursday,21:00,64,Male,476968,Savings,Anomaly,-0.5484797092923741
TX584,976.542931746045,2,971.437030091098,8,15,Sunday,19:00,26,Female,1038591,Current,Normal,-0.4844990228931211
TX585,981.2253056823891,4,1023.6470568818356,11,11,Friday,21:00,21,Female,884668,Savings,Normal,-0.5171280785753962
TX586,1012.2948413456452,4,940.9384979869748,7,10,Saturday,02:00,38,Male,1187198,Current,Anomaly,-0.551250660961781
TX587,985.9865447768216,2,963.4803151674474,15,20,Tuesday,01:00,19,Female,1187099,Savings,Normal,-0.5192528593786742
TX588,1000.4522104099482,4,1042.0746383563262,18,7,Friday,10:00,41,Male,433248,Current,Normal,-0.5458068711470834
TX589,1027.7794342334469,4,1048.585652859025,19,17,Monday,10:00,45,Male,1093567,Current,Normal,-0.5365240968317373
TX590,952.3841809630602,2,986.4600972308292,11,2,Tuesday,23:00,21,Male,1303466,Current,Normal,-0.5343162282987436
TX591,977.3447066009644,2,1017.8944702929429,15,17,Saturday,01:00,33,Male,445281,Current,Normal,-0.498494929616937
TX592,913.9777194881644,2,1036.553619658994,16,25,Friday,09:00,59,Male,682688,Current,Normal,-0.5399282232658237
TX593,1068.5268071998355,2,1013.90405800168,19,5,Saturday,15:00,62,Male,471541,Current,Normal,-0.5472288300462121
TX594,1018.5001423105184,3,986.1102342794468,13,16,Tuesday,01:00,29,Female,321067,Current,Normal,-0.4972584744275385
TX595,1003.9463909536112,1,993.9272292602428,6,16,Thursday,06:00,19,Female,853280,Current,Normal,-0.5037310560201523
TX596,1059.7281715592064,2,1018.414510257878,15,2,Sunday,13:00,19,Male,831740,Current,Normal,-0.5076633901699971
TX597,1019.2716285870632,4,1025.633184335678,17,7,Friday,09:00,63,Male,442157,Current,Anomaly,-0.5662636418961915
TX598,1018.8160888515592,2,1006.2243179590298,12,6,Thursday,12:00,53,Male,1486837,Current,Normal,-0.47921873538495546
TX599,1095.0779627556835,4,1004.8963874778908,12,25,Monday,12:00,53,Female,1279091,Savings,Normal,-0.5176449810291088
TX600,994.2173215725884,4,1005.0517985475818,17,27,Wednesday,04:00,21,Female,900724,Savings,Normal,-0.5255395876068424
TX601,1060.6304118710227,3,1034.6966378245445,18,6,Thursday,15:00,34,Male,372684,Current,Normal,-0.5218683747350809
TX602,1010.1144528193144,1,995.1759450039972,13,22,Sunday,11:00,51,Female,1254138,Savings,Normal,-0.48062106478874944
TX603,1076.7574360003775,3,986.8608964720318,18,15,Wednesday,00:00,48,Female,947952,Current,Anomaly,-0.5491783873917454
TX604,942.391531023999,2,1003.5606146935876,11,8,Friday,19:00,52,Female,709925,Savings,Normal,-0.48831211461835583
TX605,977.8132242569754,2,1023.8984426973,17,5,Thursday,07:00,18,Female,897578,Savings,Normal,-0.49593213870373565
TX606,960.2155118502362,4,996.3230623855624,7,20,Saturday,02:00,18,Male,1172318,Savings,Normal,-0.528199169618387
TX607,939.6489176071392,1,978.4937521390152,6,29,Thursday,05:00,25,Male,609378,Current,Anomaly,-0.5500375049122024
TX608,1042.1415622364216,4,1024.1296031083011,16,20,Friday,19:00,26,Female,971986,Savings,Normal,-0.5206780321344051
TX609,1088.0594062433686,1,999.9937265477644,15,13,Friday,21:00,45,Male,998419,Savings,Normal,-0.5178542400808062
TX610,1072.2356247182142,3,999.2257235323932,7,8,Thursday,07:00,59,Male,841529,Current,Normal,-0.4988696905990621
TX611,997.304757549713,3,980.3539283924536,17,28,Monday,19:00,36,Male,363014,Savings,Normal,-0.5266305625782445
TX612,998.8011348751018,3,1008.8254306904338,18,11,Tuesday,09:00,44,Male,622341,Savings,Normal,-0.485494542790485
TX613,912.1819484180752,2,1003.5730145717808,18,20,Saturday,16:00,59,Male,776379,Current,Normal,-0.5125708706137069
TX614,1079.491948909034,4,1011.48142441788,11,11,Sunday,03:00,42,Female,1315691,Current,Normal,-0.493234242944501
TX615,1025.1392213447598,3,1035.9272164585393,7,21,Friday,13:00,41,Female,1334104,Current,Normal,-0.5179721621890473
TX616,1031.3416828514064,3,1003.729759079339,18,26,Wednesday,21:00,58,Male,778705,Current,Normal,-0.5340836311277971
TX617,1021.415834618762,2,1001.5431299243544,13,22,Friday,18:00,50,Male,610435,Current,Normal,-0.48181697312172617
TX618,951.1009894728736,2,999.9653660354878,18,20,Friday,12:00,32,Female,1480594,Current,Normal,-0.5266682763883499
TX619,959.457443292966,2,1044.3668696602276,10,23,Monday,09:00,24,Female,736048,Savings,Normal,-0.5148899096528542
TX620,1122.2291376291253,1,989.1543532447467,6,6,Wednesday,19:00,50,Female,905108,Savings,Normal,-0.5400279573741225
TX621,989.8799005684328,4,1001.539079804511,15,22,Tuesday,03:00,18,Female,363965,Current,Normal,-0.5224504714143157
TX622,961.5344987754032,4,994.7734188109706,17,24,Wednesday,03:00,60,Female,1206395,Savings,Normal,-0.5322027355838231
TX623,961.4631470149568,3,991.1940642578488,15,27,Sunday,03:00,54,Male,510448,Current,Normal,-0.4908060195689699
TX624,900.4338976309895,4,1005.210348437075,11,9,Thursday,21:00,28,Female,1203275,Savings,Normal,-0.4949205275833387
TX625,988.4533775062336,2,1013.6968547466316,9,7,Friday,00:00,43,Male,1318454,Current,Normal,-0.5103281149207107
TX626,950.843893270908,4,967.6238938228464,12,24,Saturday,18:00,54,Female,638526,Savings,Normal,-0.5115861610535705
TX627,1026.4258942197464,3,1025.6278509796568,13,22,Friday,11:00,46,Female,563328,Savings,Normal,-0.49712463002005075
TX628,903.431156960348,2,1017.4049798782262,8,7,Friday,11:00,35,Female,555658,Current,Normal,-0.4963301266748046
TX629,1080.9190664423918,2,994.7790761623968,5,12,Wednesday,10:00,21,Male,1128282,Savings,Normal,-0.5114080393758172
TX630,911.19941229758,1,1021.2788197512172,12,22,Tuesday,11:00,23,Female,1269752,Savings,Normal,-0.5153861579491891
TX631,984.8384537978566,3,999.3177019497132,19,14,Sunday,18:00,26,Female,407449,Savings,Normal,-0.49978372308025454
TX632,1070.0199897397642,4,1011.0844940789208,15,10,Wednesday,06:00,32,Male,875610,Savings,Normal,-0.507799218359867
TX633,980.615004179572,4,991.7276866874072,17,15,Wednesday,05:00,29,Male,1446204,Current,Normal,-0.5319054362704448
TX634,881.1783571831069,3,993.2261732015623,14,20,Sunday,03:00,38,Female,591975,Savings,Normal,-0.49649415304865274
TX635,1084.7861438905434,4,1037.9457738954625,13,28,Saturday,12:00,24,Female,817733,Current,Normal,-0.5254978266440317
TX636,867.545022836647,2,1027.0300580691223,15,16,Saturday,07:00,42,Female,921912,Current,Normal,-0.4983875534473112
TX637,918.1197541271664,1,1002.392005253342,11,11,Saturday,14:00,22,Female,1374602,Current,Normal,-0.5047255136690653
TX638,986.8729838358968,3,989.9726916103208,16,25,Thursday,18:00,44,Male,748648,Current,Normal,-0.46769918730431004
TX639,981.9344719016354,1,998.7163167742236,8,14,Monday,01:00,20,Male,425849,Current,Normal,-0.5232665859926834
TX640,1076.5097599431676,4,1013.2985432460348,11,13,Friday,04:00,42,Male,1131635,Current,Normal,-0.5119727317582266
TX641,1024.809959368166,2,989.2936657486468,14,23,Friday,17:00,64,Female,604958,Current,Normal,-0.5214460466632495
TX642,983.828453522549,3,1028.940709198424,13,23,Wednesday,18:00,52,Male,1226694,Current,Normal,-0.5036944805377032
TX643,1025.1357445886629,2,993.0341309283708,17,12,Monday,00:00,60,Male,1130326,Savings,Normal,-0.5277221681786325
TX644,991.4849517244688,3,1000.7912151650912,6,12,Sunday,00:00,36,Female,738963,Current,Normal,-0.4916026468127816
TX645,960.2221466029558,3,1008.4878787572204,12,16,Saturday,12:00,40,Female,1128411,Savings,Normal,-0.4559233098654468
TX646,951.7167598238397,2,1032.583327298019,12,12,Sunday,22:00,39,Male,1188916,Current,Normal,-0.5002157796206594
TX647,947.9772517193036,1,996.31523921109,5,6,Sunday,18:00,40,Female,480074,Current,Normal,-0.5177500692876297
TX648,908.4158876396988,3,978.9738017672132,6,23,Sunday,00:00,38,Male,558360,Savings,Normal,-0.5434545776013885
TX649,969.1773827349476,4,979.926775766564,6,24,Wednesday,14:00,57,Female,927122,Current,Normal,-0.5188419798743585
TX650,1060.2337219996853,4,987.5180257534856,15,6,Wednesday,08:00,62,Male,995385,Current,Normal,-0.5266844513883502
TX651,945.0954353281992,1,1000.7830918362624,11,20,Friday,21:00,45,Female,1065328,Savings,Normal,-0.5091115435801357
TX652,953.581416508889,2,1011.3551415417214,6,9,Saturday,10:00,55,Male,300901,Current,Normal,-0.5162289098240204
TX653,1003.2083562812336,4,992.7978809472364,7,23,Friday,02:00,50,Female,787063,Savings,Normal,-0.5308200497123552
TX654,955.5275625380226,3,993.4303405717892,18,1,Thursday,12:00,60,Male,1171905,Savings,Normal,-0.5254515998518898
TX655,1011.2169828389042,3,1018.0803510952264,11,19,Monday,15:00,26,Male,1470473,Savings,Normal,-0.4968019777038946
TX656,971.3902964853278,4,984.1997439583783,12,23,Tuesday,01:00,42,Female,733797,Savings,Normal,-0.516214349603589
TX657,965.5583802837704,1,1002.8549667208993,15,7,Sunday,09:00,27,Male,347645,Current,Normal,-0.5110801490458217
TX658,1030.4866783924915,4,1033.1819104183944,8,29,Monday,14:00,21,Male,1153159,Current,Normal,-0.5313571013485068
TX659,1053.4189666847008,4,1012.0824177917704,5,16,Sunday,02:00,22,Male,396502,Savings,Anomaly,-0.5482523933778313
TX660,1053.2241376804284,3,1011.2473658323336,6,29,Friday,03:00,59,Male,635468,Savings,Anomaly,-0.5543009026150008
TX661,951.3310580986484,4,1020.1426667294631,7,16,Sunday,13:00,26,Female,1175817,Savings,Normal,-0.48780570076328517
TX662,1000.0093332317488,4,1023.0121510118614,9,10,Thursday,23:00,26,Female,1330451,Current,Normal,-0.5169026131487253
TX663,1100.6017065480305,4,1002.7234576612964,11,7,Sunday,20:00,40,Male,1147516,Current,Normal,-0.4947899732081233
TX664,1050.2188317381565,3,985.9892634398092,19,25,Sunday,17:00,37,Female,302795,Current,Normal,-0.5205193101155061
TX665,996.25220174953,4,1009.7109859060428,14,23,Saturday,02:00,52,Male,1246769,Savings,Normal,-0.5055072504374477
TX666,967.6527414375192,1,979.668782419753,7,22,Wednesday,18:00,64,Female,844061,Current,Normal,-0.5426409047813587
TX667,1005.4703799510028,4,1001.5151868639676,19,25,Thursday,22:00,52,Male,707821,Current,Normal,-0.5300044804548998
TX668,924.5906072823036,1,976.8604304971542,19,22,Wednesday,07:00,35,Female,506555,Current,Normal,-0.5400717806423344
TX669,982.025560489819,1,1050.0759245453755,19,13,Friday,06:00,44,Female,310785,Current,Anomaly,-0.5716790064383224
TX670,1021.837177039174,2,995.2000356470688,11,6,Friday,22:00,34,Female,1233015,Savings,Normal,-0.502635761353968
TX671,962.3622325437613,2,984.2232687672624,6,28,Wednesday,10:00,55,Male,1403036,Savings,Normal,-0.5256218790120641
TX672,1059.6367582708208,2,974.8426368818224,15,8,Wednesday,19:00,49,Female,352949,Savings,Normal,-0.530080953047696
